,facility_title,link,settlement,facility_type,facility_type_eng,address,website
156,Брылевский ФАП,https://healthcare.by/instinfo.php?orgnum=17926,Брили,ФАП,FAP,"ул. Юбилейная, 26, 213151, д. Брыли, Могилевский р-н, Могилевская обл.",
157,Бубновский ФАП,https://healthcare.by/instinfo.php?orgnum=17253,Бубны,ФАП,FAP,"ул. Молодежная, 28, д. Бубны, Вилейский р-н, Минская обл.",
158,Буда-Лельчицкий ФАП,https://healthcare.by/instinfo.php?orgnum=15930,Буда-Лельчицкая,ФАП,FAP,"ул. Школьная, 5, 247860, д. Буда-Лельчицкая, Лельчицкий р-н, Гомельская обл.",
159,Буда-Люшевский ФАП,https://healthcare.by/instinfo.php?orgnum=15645,Буда-Люшево,ФАП,FAP,"247350, д. Буда-Люшево, Буда-Кошелевский р-н, Гомельская обл.",
160,Буда-Софиевский ФАП,https://healthcare.by/instinfo.php?orgnum=15945,Буда-Софиевка,ФАП,FAP,"ул. Колхозная, 3, 247865, д. Буда-Софиевская, Лельчицкий р-н, Гомельская обл.",
161,Будаговский ФАП,https://healthcare.by/instinfo.php?orgnum=14875,Будагово,ФАП,FAP,"д. Будагово, Смолевичский р-н, Минская обл.",
162,Буденовский ФАП,https://healthcare.by/instinfo.php?orgnum=16965,Буденовка,ФАП,FAP,"ул. Октябрьская, 8/1-2, 231107, д. Буденовка, Ошмянский р-н, Гродненская обл.",
163,Будиловский ФАП,https://healthcare.by/instinfo.php?orgnum=11666,Будилово,ФАП,FAP,"ул. Школьная, 25, д. Будилово, Бешенковичский р-н, Витебская обл.",
164,Будищанский ФАП,https://healthcare.by/instinfo.php?orgnum=16433,Будище,ФАП,FAP,"213137, д. Будище, Могилевский р-н, Могилевская обл.",
165,Будневский ФАП,https://healthcare.by/instinfo.php?orgnum=27526,Буднев,ФАП,FAP,"213914, д. Буднев, Кличевский р-н, Могилевская обл.",
166,Будский ФАП,https://healthcare.by/instinfo.php?orgnum=15852,Буда,ФАП,FAP,"ул. Молодежная, 2, 247702, д. Смолинка, Калинковичский р-н, Гомельская обл.",
167,Будский ФАП,https://healthcare.by/instinfo.php?orgnum=15223,Буда,ФАП,FAP,"ул. Задорожная, 3, 211044, д. Жабыки, Дубровенский р-н, Витебская обл.",
168,Будской ФАП,https://healthcare.by/instinfo.php?orgnum=16072,Буда,ФАП,FAP,"213425, д. Буда, Горецкий р-н, Могилевская обл.",
169,Букчанский ФАП,https://healthcare.by/instinfo.php?orgnum=15947,Букча,ФАП,FAP,"ул. Ленинская, 60, 247856, д. Букча, Лельчицкий р-н, Гомельская обл.",
170,Булавковский ФАП,https://healthcare.by/instinfo.php?orgnum=15896,Булавки,ФАП,FAP,"247708, д. Булавки, Калинковичский р-н, Гомельская обл.",
171,Бурковский ФАП,https://healthcare.by/instinfo.php?orgnum=15631,Бурки,ФАП,FAP,"ул. Кооперативная, 29, 247633, д. Бурки, Брагинский р-н, Гомельская обл.",
172,Буссовский ФАП,https://healthcare.by/instinfo.php?orgnum=17809,Бусса,ФАП,FAP,"ул. Я. Коласа, 225812, д. 5/2, Бусса, Ивановский р-н, Брестская обл.",
173,Бухличский ФАП,https://healthcare.by/instinfo.php?orgnum=21572,Бухличи,ФАП,FAP,"ул. Советская, 7в, 225547, д. Бухличи, Столинский р-н, Брестская обл.",
174,Бучатинский ФАП,https://healthcare.by/instinfo.php?orgnum=15568,Бучатино,ФАП,FAP,"д. Бучатино, Копыльский р-н, Минская обл.",
175,Быковский ФАП,https://healthcare.by/instinfo.php?orgnum=17144,Большой Быков,ФАП,FAP,"ул. Центральная, 30, д. Большой Быков, Слуцкий р-н, Минская обл.",
176,Быстрицкий ФАП,https://healthcare.by/instinfo.php?orgnum=16837,Быстрица,ФАП,FAP,"ул. Центральная, 2А-1, 231221, д. Быстрица, Островецкий р-н, Гродненская обл.",
177,Быстромовский ФАП,https://healthcare.by/instinfo.php?orgnum=15101,Быстромовцы,ФАП,FAP,"ул. Центральная, 6, 211986, д. Быстромовцы, Браславский р-н, Витебская обл.",
178,Бытчанский ФАП,https://healthcare.by/instinfo.php?orgnum=16883,Бытча,ФАП,FAP,"ул. Молодежная, 10а, д. Бытча, Борисовский р-н, Минская обл.",
179,Быховщинский ФАП,https://healthcare.by/instinfo.php?orgnum=14933,Большая Быховщина,ФАП,FAP,"д. Большая Быховщина, Несвижский р-н, Минская обл.",
180,Вавуличский ФАП,https://healthcare.by/instinfo.php?orgnum=17752,Вавуличи,ФАП,FAP,"ул. Ленина, 24, 225846, д. Вавуличи, Дрогичинский р-н, Брестская обл.",
181,Валищенский ФАП,https://healthcare.by/instinfo.php?orgnum=17494,Валище,ФАП,FAP,"ул. Ленина, 105а, 225756, д. Валище, Пинский р-н, Брестская обл.",
182,Ванелевичский ФАП,https://healthcare.by/instinfo.php?orgnum=15574,Ванелевичи,ФАП,FAP,"д. Ванелевичи, Копыльский р-н, Минская обл.",
183,Василевский ФАП,https://healthcare.by/instinfo.php?orgnum=17955,Василевка 1-я,ФАП,FAP,"213660, д. Василевка 2-я, Хотимский р-н, Могилевская обл.",
184,Василевщинский ФАП,https://healthcare.by/instinfo.php?orgnum=17068,Василевщина,ФАП,FAP,"д. Василевщина, Минский р-н, Минская обл.",
185,Васильевский ФАП,https://healthcare.by/instinfo.php?orgnum=15702,Василево,ФАП,FAP,"ул. Первомайская, 3, 247039, д. Василево, Гомельский р-н, Гомельская обл.",
186,Васьковичский ФАП,https://healthcare.by/instinfo.php?orgnum=16627,Васьковичи,ФАП,FAP,"213260, д. Васьковичи, Славгородский р-н, Могилевская обл.",
187,Васьковичский ФАП,https://healthcare.by/instinfo.php?orgnum=16677,Васьковичи,ФАП,FAP,"213240, д. Васьковичи, Чаусский р-н, Могилевская обл.",
188,Ведреньский ФАП,https://healthcare.by/instinfo.php?orgnum=15475,Малая Ведрень,ФАП,FAP,"ул. Строительная, 15, 211154, д. Малая Ведрень, Чашникский р-н, Витебская обл.",
189,Ведричский ФАП,https://healthcare.by/instinfo.php?orgnum=16093,Ведрич,ФАП,FAP,"ул. Школьная, 10, 247551, д. Ведрич, Речицкий р-н, Гомельская обл.",
190,Вежский ФАП,https://healthcare.by/instinfo.php?orgnum=17145,Вежи,ФАП,FAP,"ул. Минская, 10, д. Вежа, Слуцкий р-н, Минская обл.",
191,Вейнянский ФАП,https://healthcare.by/instinfo.php?orgnum=16456,Вейно,ФАП,FAP,"ул. Советская, 4а, д. Вейно, Могилевский р-н, Могилевская обл.",
192,Велавский ФАП,https://healthcare.by/instinfo.php?orgnum=16027,Велавск,ФАП,FAP,"247935, д. Велавск, Петриковский р-н, Гомельская обл.",
193,Велетинский ФАП,https://healthcare.by/instinfo.php?orgnum=16224,Велитин,ФАП,FAP,"н. п. Велетин, 247606, д. Велетин, Хойникский р-н, Гомельская обл.",
194,Велико-Немковский ФАП,https://healthcare.by/instinfo.php?orgnum=15700,Великие Немки,ФАП,FAP,"247142, ул. Победы, 1а, д. Великие Немки, Ветковский р-н, Гомельская обл.",
195,Великоборский ФАП,https://healthcare.by/instinfo.php?orgnum=16594,Великий Бор,ФАП,FAP,"ул. Пролетарская, 1, 213753, д. Великий Бор, Осиповичский р-н, Могилевская обл.",
196,Великоганутский ФАП,https://healthcare.by/instinfo.php?orgnum=14857,Большая Ганута,ФАП,FAP,"ул. Школьная, 4, 223228, д. Большая Ганута, Червенский р-н, Минская обл.",
197,Великолукский ФАП,https://healthcare.by/instinfo.php?orgnum=17632,Великие Луки,ФАП,FAP,"ул. Советская, 21, 225351, д. Великие Луки, Барановичский р-н, Брестская обл.",
198,Великопольский ФАП,https://healthcare.by/instinfo.php?orgnum=14861,Великополье,ФАП,FAP,"д. Великополье, Червенский р-н, Минская обл.",
199,Великораевский ФАП,https://healthcare.by/instinfo.php?orgnum=15559,Великая Раевка,ФАП,FAP,"д. Великая Раевка, Копыльский р-н, Минская обл.",
200,Великосельский ФАП,https://healthcare.by/instinfo.php?orgnum=17036,Великое Село,ФАП,FAP,"231971, д. Великое Село, Свислочский р-н, Гродненская обл.",
201,Великосельский ФАП,https://healthcare.by/instinfo.php?orgnum=17411,Великое Село,ФАП,FAP,"ул. Победы, 9, 225165, д. Великое Село, Пружанский р-н, Брестская обл.",
202,Великосельский ФАП,https://healthcare.by/instinfo.php?orgnum=15493,Великое Село,ФАП,FAP,"211918, д. Великое Село, Шарковщинский р-н, Витебская обл.",
203,Великосельский ФАП,https://healthcare.by/instinfo.php?orgnum=17287,Великое Село,ФАП,FAP,"ул. Сельская, 16, д. Великое Село, Дзержинский р-н, Минская обл.",
204,Великосливский ФАП,https://healthcare.by/instinfo.php?orgnum=18223,Великая Слива,ФАП,FAP,"223618, д. Великая Слива, Слуцкий р-н, Минская обл.",
