,facility_title,link,settlement,facility_type,facility_type_eng,address,website,latitude,longitude
48,Батченский ФАП,https://healthcare.by/instinfo.php?orgnum=17965,Батчи,ФАП,FAP,"ул. Садовая, 14, 225874, д. Батчи, Кобринский р-н, Брестская обл.",,52.240104,24.22671
49,Бацуньский ФАП,https://healthcare.by/instinfo.php?orgnum=15671,Бацунь,ФАП,FAP,"247356, д. Бацунь, Буда-Кошелевский р-н, Гомельская обл.",,52.58235,30.570505
50,Башневский ФАП,https://healthcare.by/instinfo.php?orgnum=17711,Башни,ФАП,FAP,"ул. Луговая, 20, 211279, д. Башни, Шумилинский р-н, Витебская обл.",,55.223725,29.672414
51,Безверховичский ФАП,https://healthcare.by/instinfo.php?orgnum=17138,Безверховичи,ФАП,FAP,"р. Мурашки, 19, д. Безверховичи, Слуцкий р-н, Минская обл.",,53.019975,27.444826
52,Безуевский ФАП,https://healthcare.by/instinfo.php?orgnum=16088,Безуев,ФАП,FAP,"247560, д. Безуев, 98 Речицкий р-н, Гомельская обл.",,52.26978,30.347983
53,Белановичский ФАП,https://healthcare.by/instinfo.php?orgnum=16043,Белановичи,ФАП,FAP,"ул. Первомайская, 19А, 247903, д. Белановичи, Петриковский р-н, Гомельская обл.",,52.141008,28.575077
54,Беларучский ФАП,https://healthcare.by/instinfo.php?orgnum=16918,Алекшицы,ФАП,FAP,"223114, д. Алекшицы, Логойский р-н, Минская обл.",,54.10919,27.595024
55,Белевичский ФАП,https://healthcare.by/instinfo.php?orgnum=17925,Белевичи,ФАП,FAP,"213154, д. Белевичи, Могилевский р-н, Могилевская обл.",,53.797773,29.833185
56,Белевский ФАП,https://healthcare.by/instinfo.php?orgnum=15784,Белев,ФАП,FAP,"ул. Советская, 247962, д. Белев, Житковичский р-н, Гомельская обл.",,52.449651,28.02511
57,Белицкий ФАП,https://healthcare.by/instinfo.php?orgnum=15811,Белица,ФАП,FAP,"ул. Комсомольская, 18а, 247202, д. Белица, Жлобинский р-н, Гомельская обл.",,52.93547,29.957018
58,Белоболотский ФАП,https://healthcare.by/instinfo.php?orgnum=16090,Белое Болото,ФАП,FAP,"ул. Молодежная, 23, 247514, д. Белое Болото, Речицкий р-н, Гомельская обл.",,52.259054,30.498011
59,Белодубровский ФАП,https://healthcare.by/instinfo.php?orgnum=16348,Белая Дуброва,ФАП,FAP,"ул. Школьная. 1, 213651, д. Белая Дуброва, Костюковичский р-н, Могилевская обл.",,53.249952,31.972712
60,Белолипский ФАП,https://healthcare.by/instinfo.php?orgnum=15417,Белая Липа,ФАП,FAP,"д. Белая Липа, Сенненский р-н, Витебская обл.",,54.913836,29.740039
61,"Белоусовщинский ФАП, ФАП",https://healthcare.by/instinfo.php?orgnum=28879,Белоусовщина,ФАП,FAP,"ул. Комсомольская, 14, 225178, свх. Белоусовщина, Пружанский р-н, Брестская обл.",,52.593199,24.48131
62,Бельковский ФАП,https://healthcare.by/instinfo.php?orgnum=15340,Бельки,ФАП,FAP,"211875, д. Бельки, Поставский р-н, Витебская обл.",,55.282579,27.20131
63,Бельковщинский ФАП,https://healthcare.by/instinfo.php?orgnum=15171,Бельковщина,ФАП,FAP,"211621, д. Бельковщина, Верхнедвинский р-н, Витебская обл.",,55.854921,28.130402
64,Бельский ФАП,https://healthcare.by/instinfo.php?orgnum=16274,Белая,ФАП,FAP,"ул. Советская, 21, 247763, д. Белая, Мозырский р-н, Гомельская обл.",,52.058815,29.241321
65,Бельский ФАП,https://healthcare.by/instinfo.php?orgnum=17981,Бельск,ФАП,FAP,"ул. Советская, 3, 225865, д. Бельск, Кобринский р-н, Брестская обл.",,52.016839,24.402555
66,Беляевский ФАП,https://healthcare.by/instinfo.php?orgnum=28133,Беляевка,ФАП,FAP,"ул. Новая,4, 247169, д. Беляевка, Чечерский р-н, Гомельская обл.",,52.96082,31.024639
67,Белянский ФАП,https://healthcare.by/instinfo.php?orgnum=16937,Белое,ФАП,FAP,"223137, д. Белое, Логойский р-н, Минская обл.",,54.462268,27.585008
68,Бенинский ФАП,https://healthcare.by/instinfo.php?orgnum=16791,Бенин,ФАП,FAP,"ул. Приозерная, 7а, 231415, д. Бенин, Новогрудский р-н, Гродненская обл.",,53.754194,25.835808
69,Бервеновский ФАП,https://healthcare.by/instinfo.php?orgnum=15673,Ховхло,ФАП,FAP,"247395, д. Ховхло, Буда-Кошелевский р-н, Гомельская обл.",,52.521821,30.421995
70,Бережецкий ФАП,https://healthcare.by/instinfo.php?orgnum=15786,Бережцы,ФАП,FAP,"пер. Советский, 7, 247964, д. Бережцы, Житковичский р-н, Гомельская обл.",,51.994413,27.639742
71,Березняковский ФАП,https://healthcare.by/instinfo.php?orgnum=15790,Березняки,ФАП,FAP,"ул. Ленинская, 247968, д. Березняки, Житковичский р-н, Гомельская обл.",,52.491898,27.497898
72,Березняковский ФАП,https://healthcare.by/instinfo.php?orgnum=15878,Березняки,ФАП,FAP,"ул. Мира, 8, 247733, д. Березняки, Калинковичский р-н, Гомельская обл.",,52.389736,29.133029
73,Березовичский ФАП,https://healthcare.by/instinfo.php?orgnum=15873,Березовичи,ФАП,FAP,"ул. Клубная, 7, 213860, д. Березовичи, Бобруйский р-н, Могилевская обл.",,53.12321,29.140432
74,Березовский ФАП,https://healthcare.by/instinfo.php?orgnum=18066,Береза,ФАП,FAP,"ул. Центральная, 10, 225890, д. Береза, Кобринский р-н, Брестская обл.",,52.333574,24.337876
75,Березовский ФАП,https://healthcare.by/instinfo.php?orgnum=16622,Березовка,ФАП,FAP,"213244, д. Березовка, Славгородский р-н, Могилевская обл.",,53.63871,30.982786
76,Березовский ФАП,https://healthcare.by/instinfo.php?orgnum=17613,Березовка,ФАП,FAP,"ул. Садовая, 24Б, 211719, д. Березовка, Докшицкий р-н, Витебская обл.",,54.784047,27.660691
77,Березовский ФАП,https://healthcare.by/instinfo.php?orgnum=15899,Березовка,ФАП,FAP,"ул. Молодежная, 35, 247723, д. Березовка, Калинковичский р-н, Гомельская обл.",,51.926436,29.586589
78,Березовский ФАП,https://healthcare.by/instinfo.php?orgnum=16056,Березовка,ФАП,FAP,"ул. Молодежная, 1, 213884, д. Березовка, Глусский р-н, Могилевская обл.",,52.891131,28.851614
79,Березцовский ФАП,https://healthcare.by/instinfo.php?orgnum=17483,Березцы,ФАП,FAP,"ул. Центральная, 2, 225763, д. Березцы, Пинский р-н, Брестская обл.",,52.12647,26.613893
80,Беседовичский ФАП,https://healthcare.by/instinfo.php?orgnum=17947,Беседы,ФАП,FAP,"213663, д. Беседы, Хотимский р-н, Могилевская обл.",,53.40529,32.514791
81,Беседский ФАП,https://healthcare.by/instinfo.php?orgnum=16070,Беседки,ФАП,FAP,"ул. Школьная, 1А, 247900, д. Беседки, Петриковский р-н, Гомельская обл.",,52.275307,28.797859
82,Бильдюжский ФАП,https://healthcare.by/instinfo.php?orgnum=15492,Бильдюги,ФАП,FAP,"211915, д. Бильдюги, Шарковщинский р-н, Витебская обл.",,55.398804,27.587235
83,Биордовский ФАП,https://healthcare.by/instinfo.php?orgnum=17889,Биорда,ФАП,FAP,"213904, д. Биорда, Кличевский р-н, Могилевская обл.",,53.55226,29.380893
84,Бискупский ФАП,https://healthcare.by/instinfo.php?orgnum=16802,Бискупцы,ФАП,FAP,"231303, д. Бискупцы, Лидский р-н, Гродненская обл.",,53.845955,25.559136
85,Благовичский ФАП,https://healthcare.by/instinfo.php?orgnum=16662,Благовичи,ФАП,FAP,"ул. Молодежная, 4, 213212, д. Благовичи, Чаусский р-н, Могилевская обл.",,53.836084,30.839191
86,Блужский ФАП,https://healthcare.by/instinfo.php?orgnum=15118,Блужа,ФАП,FAP,"д. Блужа, Пуховичский р-н, Минская обл.",,53.437009,28.229845
87,Бобовский ФАП,https://healthcare.by/instinfo.php?orgnum=15812,Бобовка,ФАП,FAP,"ул. Интернациональная, 27а, 247246, д. Бобовка, Жлобинский р-н, Гомельская обл.",,52.894054,30.04314
88,Бобренятский ФАП,https://healthcare.by/instinfo.php?orgnum=16325,Бобренята,ФАП,FAP,"ул. Садовая, 6-2, 247750, д. Бобренята, Мозырский р-н, Гомельская обл.",,52.012277,29.284162
89,Бобровичский ФАП,https://healthcare.by/instinfo.php?orgnum=17188,Бобровичи,ФАП,FAP,"д. Бобровичи, Воложинский р-н, Минская обл.",,54.014162,26.643205
90,Бобровичский ФАП,https://healthcare.by/instinfo.php?orgnum=19341,Бобровичи,ФАП,FAP,"247704, н.п. Бобровичи, Калинковичский р-н, Гомельская обл.",,52.29319,29.369125
91,Бобровский ФАП,https://healthcare.by/instinfo.php?orgnum=15222,Боброво,ФАП,FAP,"ул. Садовая, 2, 211057, д. Боброво, Дубровенский р-н, Витебская обл.",,54.561563,30.767065
92,Бобровский ФАП,https://healthcare.by/instinfo.php?orgnum=15614,Боброво,ФАП,FAP,"211197, д. Боброво, Лепельский р-н, Витебская обл.",,54.851521,28.706527
93,Бобыничский ФАП,https://healthcare.by/instinfo.php?orgnum=15300,Бобыничи,ФАП,FAP,"Бобыничский с/с, ул. Школьная, 10, 211431, д. Бобыничи, Полоцкий р-н, Витебская обл.",,55.454841,28.768206
94,Богдановский ФАП,https://healthcare.by/instinfo.php?orgnum=15435,Богданово,ФАП,FAP,"д. Богданово, Сенненский р-н, Витебская обл.",,54.701121,29.796471
95,Богдянский ФАП,https://healthcare.by/instinfo.php?orgnum=16497,Богди,ФАП,FAP,"231924, д. Богди, Волковысский р-н, Гродненская обл.",,53.070003,24.637644
96,Богинский ФАП,https://healthcare.by/instinfo.php?orgnum=15098,Богино,ФАП,FAP,"211995, д. Богино, Браславский р-н, Витебская обл.",,55.419468,26.80085
97,Богушовский ФАП,https://healthcare.by/instinfo.php?orgnum=15874,Богушовка,ФАП,FAP,"ул. Советская, 6, 213843, д. Богушовка, Бобруйский р-н, Могилевская обл.",,53.093397,28.941518
98,Бокиничский ФАП,https://healthcare.by/instinfo.php?orgnum=17481,Бокиничи,ФАП,FAP,"225732, д. Бокиничи, Пинский р-н, Брестская обл.",,52.285109,26.395036
99,Бокшицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17140,Бокщицы,ФАП,FAP,"223640, д. Бокщицы, Слуцкий р-н, Минская обл.",,53.078004,27.606414
100,Болецкий ФАП,https://healthcare.by/instinfo.php?orgnum=15588,Новый Болецк,ФАП,FAP,"д. Новый Болецк, Городокский р-н, Витебская обл.",,55.518698,30.037453
101,Болколовский ФАП,https://healthcare.by/instinfo.php?orgnum=15491,Болколы,ФАП,FAP,"211919, д. Болколы, Шарковщинский р-н, Витебская обл.",,55.398804,27.587235
102,Болоновоселецкий ФАП,https://healthcare.by/instinfo.php?orgnum=16011,Болонов-Селец,ФАП,FAP,"213142, д. Болонов-Селец, Быховский р-н, Могилевская обл.",,53.621469,29.921499
103,Болотнянский ФАП,https://healthcare.by/instinfo.php?orgnum=16127,Болотня,ФАП,FAP,"247290, д. Болотня, Рогачевский р-н, Гомельская обл.",,53.116633,30.223926
104,Болотский ФАП,https://healthcare.by/instinfo.php?orgnum=18064,Болота,ФАП,FAP,"ул. Комсомольская, 13, 225890, д. Болота, Кобринский р-н, Брестская обл.",,52.136233,24.522804
105,Болотчицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17141,Болотчицы,ФАП,FAP,"ул. Н. Село, 50, д. Болотчицы, Слуцкий р-н, Минская обл.",,52.918592,27.412253
106,Больтеникский ФАП,https://healthcare.by/instinfo.php?orgnum=16539,Больтеники,ФАП,FAP,"д. Больтеники, Вороновский р-н, Гродненская обл.",,54.08207,25.146342
